Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG_perc,3pt_perc,FT_perc,WS,VORP,BPM,All_NBA,All_Star
Russell Westbrook,OKC,34.4,23.5,7.8,10.4,2,0.3,0.454,0.296,0.812,14,8.3,10,1,1
James Harden,HOU,38.1,29,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,6.9,6.7,0,1
Klay Thompson,GSW,33.3,22.1,3.8,2.1,0.8,0.6,0.47,0.425,0.873,8,1.8,0.7,1,1
Chris Paul,LAC,32.7,19.5,4.2,10,2.1,0.2,0.462,0.371,0.896,12.7,6,7.8,1,1
Anthony Davis,NOP,35.5,24.3,10.3,1.9,1.3,2,0.493,0.324,0.758,7.2,2.3,2.2,0,1
LaMarcus Aldridge,SAS,30.6,18,8.5,1.5,0.5,1.1,0.513,0,0.858,10.1,2.2,1.8,1,1
Draymond Green,GSW,34.7,14,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,5.5,5.8,1,1
DeMarcus Cousins,SAC,34.6,26.9,11.5,3.3,1.6,1.4,0.451,0.333,0.718,5.7,2.6,2.6,1,1
Kyle Lowry,TOR,37,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,6.3,6.8,1,1
Paul George,IND,34.8,23.1,7,4.1,1.9,0.4,0.418,0.371,0.86,9.2,4.6,4.5,1,1
Carmelo Anthony,NYK,35.1,21.8,7.7,4.2,0.9,0.5,0.434,0.339,0.829,6.4,2.9,2.6,0,1
Dwyane Wade,MIA,30.5,19,4.1,4.6,1.1,0.6,0.456,0.159,0.793,4.9,1.6,0.8,0,1
LeBron James,CLE,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,7.6,9.1,1,1
John Wall,WAS,36.2,19.9,4.9,10.2,1.9,0.8,0.424,0.351,0.791,5.7,3.7,3.2,0,1
Paul Millsap,ATL,32.7,17.1,9,3.3,1.8,1.7,0.47,0.319,0.757,10.1,4.9,5.3,0,1
Isaiah Thomas,BOS,32.2,22.2,3,6.2,1.1,0.1,0.428,0.359,0.871,9.7,3.3,3,0,1
DeMar DeRozan,TOR,35.9,23.5,4.5,4,1,0.3,0.446,0.338,0.85,9.9,2.4,1.4,0,1
Andre Drummond,DET,32.9,16.2,14.8,0.8,1.5,1.4,0.521,0.333,0.355,7.4,1,-0.5,1,1
Pau Gasol,CHI,31.8,16.5,11,4.1,0.6,2,0.469,0.348,0.792,7.1,3.5,4,0,1
Al Horford,ATL,32.1,15.2,7.3,3.2,0.8,1.5,0.505,0.344,0.798,9.4,4.1,4.1,0,1
DeAndre Jordan,LAC,33.7,12.7,13.8,1.2,0.7,2.3,0.703,0,0.43,11.5,3.5,3.4,1,0
Damian Lillard,POR,35.7,25.1,4,6.8,0.9,0.4,0.419,0.375,0.892,9.2,3.8,3.7,1,0
Anthony Davis,NOP,36.3,28,11.9,2.1,1.3,2.2,0.506,0.305,0.804,11.3,4,3.9,1,1
James Harden,HOU,36.5,29.2,8.1,11.2,1.5,0.5,0.44,0.345,0.85,14.4,8.5,10,1,1
Stephen Curry,GSW,33.5,25.3,4.5,6.6,1.8,0.2,0.468,0.408,0.901,12.3,6,7.3,1,1
Kevin Durant,GSW,33.6,25.3,8.2,4.8,1.1,1.6,0.537,0.378,0.876,11.4,5,8.1,1,1
Kawhi Leonard,SAS,33.6,25.7,5.9,3.6,1.8,0.8,0.483,0.374,0.88,13.3,6,7.9,1,1
Marc Gasol,MEM,34.5,19.8,6.2,4.6,0.9,1.3,0.46,0.385,0.832,7.5,3.9,4.3,0,1
Russell Westbrook,OKC,34.7,31.8,10.7,10.4,1.7,0.4,0.426,0.347,0.841,12.8,12,15.6,1,1
Klay Thompson,GSW,34.2,22.5,3.7,2.1,0.8,0.5,0.471,0.417,0.85,6.9,1.5,0.3,0,1
Gordon Hayward,UTA,34.6,21.8,5.5,3.5,1,0.3,0.465,0.393,0.845,9.9,3.7,4.1,0,1
Draymond Green,GSW,32.8,10.2,8,7.1,2.1,1.4,0.418,0.304,0.706,8,4.5,5.3,1,1
DeAndre Jordan,LAC,31.7,12.6,13.7,1.2,0.6,1.7,0.712,0,0.487,11.1,3.6,3.7,1,1
DeMarcus Cousins,SAC,34.2,27,11.1,4.6,1.4,1.3,0.452,0.361,0.772,7.8,5.4,6.7,0,1
DeMar DeRozan,TOR,35.5,27,5.3,4,1.1,0.2,0.465,0.268,0.841,8.6,1.8,0.8,1,1
Giannis Antetokounmpo,MIL,35.5,23.1,8.7,5.4,1.7,1.9,0.523,0.278,0.772,12.1,6.7,7.8,1,1
Kyrie Irving,CLE,35,25,3.2,5.8,1.2,0.4,0.47,0.395,0.906,8.6,2.8,2.5,0,1
LeBron James,CLE,37.6,26.3,8.6,8.7,1.2,0.6,0.545,0.362,0.674,12.5,7.1,8.4,1,1
Jimmy Butler,CHI,37.1,23.9,6.1,5.5,1.9,0.4,0.455,0.357,0.861,12.8,5.9,6.8,1,1
Paul George,IND,35.8,23.3,6.5,3.3,1.5,0.4,0.453,0.392,0.902,6.1,2.8,2.4,0,1
John Wall,WAS,36.4,23.2,4.2,10.7,2.1,0.6,0.452,0.318,0.807,8.8,4.3,4.2,1,1
Kemba Walker,CHO,34.7,23.2,3.9,5.5,1.1,0.3,0.444,0.402,0.844,8,3.8,3.6,0,1
Carmelo Anthony,NYK,34.5,22.5,5.9,2.9,0.8,0.5,0.434,0.36,0.833,4.6,0.8,-0.7,0,1
Isaiah Thomas,BOS,34,29.1,2.6,5.9,0.9,0.1,0.463,0.38,0.911,12.1,4.5,5.3,1,1
Kyle Lowry,TOR,37.8,22.8,4.8,6.9,1.5,0.3,0.465,0.416,0.829,9.9,4.8,6.7,0,1
Paul Millsap,ATL,34.2,18,7.7,3.7,1.3,0.9,0.44,0.312,0.762,6.1,2.6,2.7,0,1
Rudy Gobert,UTA,34.1,14,12.9,1.2,0.6,2.7,0.663,0,0.652,13.9,5.4,6.1,1,0
LeBron James,CLE,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14,8.9,9.6,1,1
Kevin Durant,GSW,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,4.5,5.6,1,1
Russell Westbrook,OKC,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,7.5,8.2,1,1
Kyrie Irving,BOS,32.2,24.4,3.8,5.1,1.1,0.3,0.491,0.408,0.889,8.9,4,6.2,0,1
Anthony Davis,NOP,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,4.9,5.2,1,1
Paul George,OKC,36.6,21.9,5.7,3.3,2,0.5,0.43,0.401,0.822,8.9,3.3,2.6,1,1
Andre Drummond,DET,33.7,15,16,3,1.5,1.6,0.529,0,0.605,10.3,5,5.5,0,1
Bradley Beal,WAS,36.3,22.6,4.4,4.5,1.2,0.4,0.46,0.375,0.791,6.9,2.7,1.7,0,1
Victor Oladipo,IND,34,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,4.5,4.9,1,1
Kemba Walker,CHO,34.2,22.1,3.1,5.6,1.1,0.3,0.431,0.384,0.864,8.6,3.6,3.2,0,1
Goran Dragic,MIA,31.7,17.3,4.1,4.8,0.8,0.2,0.45,0.37,0.801,5.3,1.2,-0.1,0,1
LaMarcus Aldridge,SAS,33.5,23.1,8.5,2,0.6,1.2,0.51,0.293,0.837,10.9,3.3,3.3,1,1
James Harden,HOU,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,8.3,10.9,1,1
DeMar DeRozan,TOR,33.9,23,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,2.6,1.8,1,1
Stephen Curry,GSW,32,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,4.4,8.6,1,1
Giannis Antetokounmpo,MIL,36.7,26.9,10,4.8,1.5,1.4,0.529,0.307,0.76,11.9,5.4,5.8,1,1
Joel Embiid,PHI,30.3,22.9,11,3.2,0.6,1.8,0.483,0.308,0.769,6.2,2.2,2.6,1,1
Kyle Lowry,TOR,32.2,16.2,5.6,6.9,1.1,0.2,0.427,0.399,0.854,10.2,5,5.9,0,1
Klay Thompson,GSW,34.3,20,3.8,2.5,0.8,0.5,0.488,0.44,0.837,4.9,0.9,-0.6,0,1
Damian Lillard,POR,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,5.9,6.7,1,1
Draymond Green,GSW,32.7,11,7.6,7.3,1.4,1.3,0.454,0.301,0.775,6.1,3,3.2,0,1
Karl-Anthony Towns,MIN,35.6,21.3,12.3,2.4,0.8,1.4,0.545,0.421,0.858,14,5.5,5.5,1,1
Al Horford,BOS,31.6,12.9,7.4,4.7,0.6,1.1,0.489,0.429,0.783,7.8,3.5,4,0,1
Jimmy Butler,MIN,36.7,22.2,5.3,4.9,2,0.4,0.474,0.35,0.854,8.9,3.8,5,1,0
